,title,author,pub_year,avg_rate,num_rate,shelved,series_name,series_num
695,The Shadow of the Gods,John Gwynne,2021,4.29,17188,2703,The Bloodsworn Saga,1.0
696,Sorcerer to the Crown,Zen Cho,2015,3.74,13463,2702,Sorcerer Royal,1.0
697,Book of Night,Holly Black,2022,3.56,29481,2699,Book of Night,1.0
698,Wintersong,S. Jae-Jones,2017,3.54,29669,2695,Wintersong,1.0
699,Magic Kingdom for Sale/Sold,Terry Brooks,1986,3.9,36169,2694,Magic Kingdom of Landover,1.0
700,Cinderella Is Dead,Kalynn  Bayron,2020,3.72,50650,2690,,
701,The Dark Prophecy,Rick Riordan,2017,4.19,87793,2690,The Trials of Apollo,2.0
702,The Castle of Llyr,Lloyd Alexander,1966,4.06,36338,2688,The Chronicles of Prydain,3.0
703,The Vampire Lestat,Anne Rice,1985,4.08,189023,2679,The Vampire Chronicles,2.0
704,Linger,Maggie Stiefvater,2010,3.88,164625,2678,The Wolves of Mercy Falls,2.0
705,The Truth,Stephen Briggs,2000,4.24,49446,2677,,
706,Crescendo,Becca Fitzpatrick,2010,4.0,307669,2676,HushHush,2.0
707,Raising Steam,Terry Pratchett,2013,3.99,37143,2673,Discworld,40.0
708,The Bird and the Sword,Amy Harmon,2016,4.2,36397,2671,The Bird and the Sword Chronicles,1.0
709,Everless,Sara  Holland,2018,3.81,37958,2670,Everless,1.0
710,Red Country,Joe Abercrombie,2012,4.31,43720,2669,First Law World,6.0
711,Saphirblau,Kerstin Gier,2010,4.17,97547,2659,Edelstein-Trilogie,2.0
712,The Broken Eye,Brent Weeks,2014,4.46,58305,2658,Lightbringer,3.0
713,Firefight,Brandon Sanderson,2015,4.26,93379,2657,The Reckoners,2.0
714,The Traitor Baru Cormorant,Seth Dickinson,2015,4.06,17308,2655,The Masquerade,1.0
715,House of Chains,Steven Erikson,2002,4.34,43217,2655,Malazan Book of the Fallen,4.0
716,Emperor of Thorns,Mark  Lawrence,2013,4.24,49467,2654,The Broken Empire,3.0
717,Magic's Pawn,Mercedes Lackey,1989,4.21,25541,2654,The Last Herald-Mage ,1.0
718,The Girl Who Fell Beneath the Sea,Axie Oh,2022,4.17,23061,2645,,
719,The Daylight War,Peter V. Brett,2013,4.21,58191,2645,Demon Cycle,3.0
720,The Crown Tower,Michael J. Sullivan,2013,4.33,34596,2644,The Riyria Chronicles,1.0
721,Elric of Melniboné,Michael Moorcock,1972,3.89,25336,2640,The Elric Saga,1.0
722,The Library of the Unwritten,A.J. Hackwith,2019,3.84,16965,2637,Hell's Library,1.0
723,Taran Wanderer,Lloyd Alexander,1967,4.13,40276,2634,The Chronicles of Prydain,4.0
724,Deathless,Catherynne M. Valente,2011,3.98,18463,2633,,
725,Wicked Saints,Emily A. Duncan,2019,3.56,27666,2632,Something Dark and Holy,1.0
726,Unravel Me,Tahereh Mafi,2013,4.18,313463,2629,Shatter Me,2.0
727,Captive Prince: Volume Two,C.S. Pacat,2013,4.38,57668,2629,Captive Prince,2.0
728,I Am Number Four,Pittacus Lore,2010,3.94,332360,2627,Lorien Legacies,1.0
729,Dream Country,Neil Gaiman,1990,4.24,112199,2627,The Sandman,3.0
730,Dragonsinger,Anne McCaffrey,1977,4.29,44152,2623,Harper Hall,2.0
731,Evermore,Alyson Noel,2009,3.59,282274,2618,The Immortals,1.0
732,A Song of Wraiths and Ruin,Roseanne A. Brown,2020,3.98,15405,2614,A Song of Wraiths and Ruin,1.0
733,Kushiel's Avatar,Jacqueline Carey,2003,4.37,34827,2610,Phèdre's Trilogy,3.0
734,Phantom,Terry Goodkind,2006,3.99,44588,2608,Sword of Truth,10.0
735,All the Stars and Teeth,Adalyn  Grace,2020,3.69,24843,2606,All the Stars and Teeth,1.0
736,Crier's War,Nina Varela,2019,4.16,28258,2601,Crier's War,1.0
737,Splintered,A.G. Howard,2013,3.91,59682,2600,Splintered,1.0
738,The Empire of Gold,S.A. Chakraborty,2020,4.5,34934,2585,The Daevabad Trilogy,3.0
739,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,1818,3.84,1390785,2585,,
740,And I Darken,Kiersten White,2016,3.83,49161,2582,The Conqueror's Saga,1.0
741,The Exiled Queen,Cinda Williams Chima,2010,4.33,48934,2581,Seven Realms,2.0
742,From Dead to Worse,Charlaine Harris,2008,4.01,183411,2579,Sookie Stackhouse,8.0
743,Empire of Ivory,Naomi Novik,2007,3.97,26997,2576,Temeraire,4.0
744,The Looking Glass Wars,Frank Beddor,2004,3.93,43551,2575,The Looking Glass Wars,1.0
745,Time of the Twins,Margaret Weis,1986,4.17,34459,2574,Dragonlance: Legends,1.0
746,My Lady Jane,Cynthia Hand,2016,4.04,50546,2574,The Lady Janies,1.0
747,The Warrior Heir,Cinda Williams Chima,2006,3.94,50746,2573,The Heir Chronicles,1.0
748,Gild,Raven Kennedy,2020,3.66,66715,2569,The Plated Prisoner,1.0
749,The Iron Queen,Julie Kagawa,2011,4.2,104083,2565,The Iron Fey,3.0
751,Streams of Silver,R.A. Salvatore,1989,4.16,39601,2559,Forgotten Realms: Icewind Dale,2.0
752,Blood Bound,Patricia Briggs,2007,4.31,121697,2552,Mercy Thompson,2.0
753,The Wishing Spell,Chris Colfer,2012,4.25,124963,2549,The Land of Stories,1.0
754,Dead and Gone,Charlaine Harris,2009,4.01,183460,2548,Sookie Stackhouse,9.0
755,Stolen Songbird,Danielle L. Jensen,2014,3.9,26999,2542,The Malediction Trilogy ,1.0
756,Hunted,Meagan Spooner,2017,3.89,28491,2540,,
757,Among Others,Jo Walton,2011,3.7,23363,2536,,
758,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,1955,4.61,124589,2532,,
759,Legend,David Gemmell,1984,4.27,29767,2532,The Drenai Saga,1.0
760,Confessor,Terry Goodkind,2007,4.09,48251,2528,Sword of Truth,11.0
761,The Last Hero,Terry Pratchett,2001,4.17,34508,2527,Discworld,27.0
762,Dark Lover,J.R. Ward,2005,4.16,321146,2513,Black Dagger Brotherhood,1.0
763,Through the Looking-Glass and What Alice Found There,Lewis Carroll,1871,4.03,128705,2510,Alice's Adventures in Wonderland,2.0
764,The Lost Sisters,Holly Black,2018,3.47,45317,2507,The Folk of the Air,1.5
765,The Wind Through the Keyhole,Stephen King,2012,4.15,75422,2505,,
766,The Winner's Kiss,Marie Rutkoski,2016,4.22,46621,2500,The Winner's Trilogy,3.0
767,Son of the Shadows,Juliet Marillier,2000,4.33,30036,2499,Sevenwaters,2.0
768,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,2014,4.26,30510,2497,,
769,Polgara the Sorceress,David Eddings,1997,4.11,28610,2492,,
770,A Little Hatred,Joe Abercrombie,2019,4.45,30553,2488,The Age of Madness,1.0
771,Practical Magic,Alice Hoffman,1995,3.75,107812,2470,Practical Magic,1.0
772,The Ship of the Dead,Rick Riordan,2017,4.39,73056,2468,Magnus Chase and the Gods of Asgard,3.0
773,Night Watch,Sergei Lukyanenko,1998,3.97,41999,2467,Watch ,1.0
774,The Bad Beginning,Lemony Snicket,1999,3.98,472717,2464,A Series of Unfortunate Events,1.0
775,The Sweet Far Thing,Libba Bray,2007,3.97,69521,2464,Gemma Doyle,3.0
776,The Magician,Michael Scott,2008,4.1,92622,2461,The Secrets of the Immortal Nicholas Flamel,2.0
777,A ​Sky Beyond the Storm,Sabaa Tahir,2020,4.34,43289,2459,An Ember in the Ashes,4.0
778,The Halfling's Gem,R.A. Salvatore,1990,4.18,40154,2457,Forgotten Realms: Icewind Dale,3.0
779,The Raven Tower,Ann Leckie,2019,3.92,16797,2454,,
780,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,2016,4.5,34064,2454,,
781,"Babel, or the Necessity of Violence: an Arcane History of the Oxford Translators' Revolution",R.F. Kuang,2022,4.45,15516,2451,,
782,Paladin of Souls,Lois McMaster Bujold,2003,4.17,23617,2451,World of the Five Gods,2.0
783,Our Dark Duet,Victoria Schwab,2017,4.16,46396,2448,Monsters of Verity,2.0
784,The Elite,Kiera Cass,2013,3.97,647742,2447,The Selection,2.0
785,Daughter of the Siren Queen,Tricia Levenseller,2018,4.11,73491,2446,Daughter of the Pirate King,2.0
786,Bloodfever,Karen Marie Moning,2007,4.26,103837,2445,Fever,2.0
787,These Hollow Vows,Lexi Ryan,2021,4.07,41300,2444,These Hollow Vows,1.0
788,Heir of Novron,Michael J. Sullivan,2012,4.5,45064,2441,The Riyria Revelations,5.0
789,The Darkest Minds,Alexandra Bracken,2012,4.16,176359,2440,The Darkest Minds,1.0
790,Mossflower,Brian Jacques,1988,4.11,66968,2438,Redwall,2.0
791,Dragon Rider,Cornelia Funke,1997,3.98,81083,2433,Dragon Rider,1.0
792,Midnight Tides,Steven Erikson,2004,4.4,37049,2433,Malazan Book of the Fallen,5.0
793,World After,Susan Ee,2013,4.16,100022,2430,Penryn & the End of Days,2.0
794,Smaragdgrün,Kerstin Gier,2010,4.19,88156,2423,Edelstein-Trilogie,3.0
795,Secret History,Brandon Sanderson,2016,4.38,40712,2419,Mistborn,3.5
796,Fool's Quest,Robin Hobb,2015,4.52,36869,2417,The Fitz and the Fool,2.0
797,Kingdom of the Cursed,Kerri Maniscalco,2021,4.24,77504,2412,Kingdom of the Wicked,2.0
798,Gulliver's Travels: Travels into Several Remote Nations of the World.,Jonathan Swift,1726,3.58,257353,2408,,
799,The Lions of Al-Rassan,Guy Gavriel Kay,1995,4.29,21038,2407,,
800,Ash,Malinda Lo,2009,3.63,34400,2407,,
801,Calling on Dragons,Patricia C. Wrede,1993,4.19,41653,2404,Enchanted Forest Chronicles,3.0
802,Trail of Lightning,Rebecca Roanhorse,2018,3.96,22742,2402,The Sixth World,1.0
803,City of Dragons,Robin Hobb,2011,4.09,28991,2402,Rain Wild Chronicles,3.0
804,Magic Burns,Ilona Andrews,2008,4.31,82403,2399,Kate Daniels,2.0
805,A Master of Djinn,P. Djèlí Clark,2021,4.1,15459,2394,Dead Djinn Universe,1.0
806,Kings Rising,C.S. Pacat,2016,4.43,50054,2392,Captive Prince,3.0
807,The Icebound Land,John Flanagan,2005,4.24,77567,2390,Ranger's Apprentice,3.0
808,Clariel,Garth Nix,2014,3.86,25030,2390,Abhorsen,4.0
809,Iron Kissed,Patricia Briggs,2008,4.34,118715,2388,Mercy Thompson,3.0
810,A Heart So Fierce and Broken,Brigid Kemmerer,2020,3.93,50172,2387,Cursebreakers,2.0
811,Ignite Me,Tahereh Mafi,2014,4.45,265451,2386,Shatter Me,3.0
812,Half the World,Joe Abercrombie,2015,4.2,34967,2384,Shattered Sea,2.0
813,The Dragon's Path,Daniel Abraham,2011,3.8,20285,2381,The Dagger and the Coin,1.0
814,One Dark Throne,Kendare Blake,2017,4.06,51292,2379,Three Dark Crowns,2.0
815,Charmed Life,Diana Wynne Jones,1977,3.96,32718,2376,Chrestomanci,1.0
816,The Sword of Kaigen: A Theonite War Story,M.L.  Wang,2018,4.46,10947,2366,,
817,The Other Wind,Ursula K. Le Guin,2001,4.17,23604,2365,Earthsea Cycle,6.0
818,The Ruby Knight,David Eddings,1990,3.99,31193,2364,The Elenium,2.0
819,Magic for Liars,Sarah Gailey,2019,3.63,27340,2352,,
820,The Demigod Files,Rick Riordan,2009,4.04,93720,2352,,
821,Voyager,Diana Gabaldon,1993,4.39,286652,2350,Outlander,3.0
822,On a Pale Horse,Piers Anthony,1983,4.14,38219,2350,Incarnations of Immortality,1.0
823,Harrow the Ninth,Tamsyn Muir,2020,4.29,38959,2346,The Locked Tomb,2.0
824,Rise of the Evening Star,Brandon Mull,2007,4.17,120291,2342,Fablehaven,2.0
825,The Crown of Embers,Rae Carson,2012,4.17,46009,2338,Fire and Thorns,2.0
826,Tales from Earthsea,Ursula K. Le Guin,2001,4.07,23362,2331,Earthsea Cycle,5.0
827,Dead Witch Walking,Kim Harrison,2004,4.03,122214,2330,The Hollows,1.0
828,The Sapphire Rose,David Eddings,1991,4.01,28838,2323,The Elenium,3.0
829,Book of a Thousand Days,Shannon Hale,2007,3.96,52566,2319,,
830,Legend,Marie Lu,2011,4.16,487741,2317,Legend,1.0
831,Titus Groan,Mervyn Peake,1946,3.91,18275,2315,Gormenghast,1.0
832,War of the Twins,Margaret Weis,1986,4.14,29250,2314,Dragonlance: Legends,2.0
833,Revenge of the Witch,Joseph Delaney,2004,4.0,46582,2312,The Last Apprentice / Wardstone Chronicles,1.0
834,Across the Nightingale Floor,Lian Hearn,2002,4.06,39253,2311,Tales of the Otori,1.0
835,The Kingdom of Gods,N.K. Jemisin,2011,3.98,23121,2310,Inheritance,3.0
836,The Gray Wolf Throne,Cinda Williams Chima,2011,4.38,46167,2308,Seven Realms,3.0
837,Bloodhound,Tamora Pierce,2009,4.28,37016,2300,Beka Cooper,2.0
838,Whispers Under Ground,Ben Aaronovitch,2012,4.15,50910,2299,Rivers of London,3.0
839,Betrayed,P.C. Cast,2007,3.92,257066,2298,House of Night,2.0
840,Season of Mists,Neil Gaiman,1990,4.54,71053,2297,The Sandman,4.0
841,"Saga, Volume 3",Brian K. Vaughan,2014,4.49,89200,2294,,
842,Dead in the Family,Charlaine Harris,2010,3.89,158777,2293,Sookie Stackhouse,10.0
843,Son of a Witch,Gregory Maguire,2005,3.49,60410,2292,The Wicked Years,2.0
844,Changeless,Gail Carriger,2010,3.99,44755,2289,Parasol Protectorate,2.0
845,Skulduggery Pleasant,Derek Landy,2007,4.18,61043,2286,Skulduggery Pleasant,1.0
846,The Bonehunters,Steven Erikson,2006,4.47,35821,2280,Malazan Book of the Fallen,6.0
847,Talking to Dragons,Patricia C. Wrede,1985,4.19,34889,2278,Enchanted Forest Chronicles,4.0
848,Empire of the Vampire,Jay Kristoff,2021,4.42,24592,2272,Empire of the Vampire,1.0
849,Test of the Twins,Margaret Weis,1986,4.19,28518,2271,Dragonlance: Legends,3.0
850,Shadow of the Fox,Julie Kagawa,2018,4.01,17936,2265,Shadow of the Fox,1.0
851,Odd and the Frost Giants,Neil Gaiman,2008,3.98,33434,2264,,
852,Half Bad,Sally Green,2014,3.78,48145,2263,The Half Bad Trilogy,1.0
853,Dragondrums,Anne McCaffrey,1979,4.09,34274,2261,Harper Hall,3.0
854,East,Edith Pattou,2003,4.14,42266,2261,East,1.0
855,Ariadne,Jennifer Saint,2021,3.82,64859,2258,,
856,The Scions of Shannara,Terry Brooks,1990,4.0,31839,2258,Heritage of Shannara,1.0
857,The Battle for Skandia,John Flanagan,2006,4.35,89996,2252,Ranger's Apprentice,4.0
858,The Darkness That Comes Before,R. Scott Bakker,2003,3.8,19388,2252,The Prince of Nothing,1.0
859,Beautiful Darkness,Kami Garcia,2010,3.83,132596,2248,Caster Chronicles,2.0
860,The One,Kiera Cass,2014,4.17,576328,2247,The Selection,3.0
861,Stars Above,Marissa Meyer,2016,4.18,82746,2243,The Lunar Chronicles,4.5
862,The Summoning,Kelley Armstrong,2008,4.02,167490,2234,Darkest Powers,1.0
863,The Complete Grimm's Fairy Tales,Jacob Grimm,1812,4.28,152002,2231,,
864,Flyte,Angie Sage,2006,4.01,70399,2230,Septimus Heap,2.0
865,The Last Magician,Lisa   Maxwell,2017,4.06,17803,2227,The Last Magician,1.0
866,Torment,Lauren Kate,2010,3.85,226611,2226,Fallen,2.0
867,"Fables, Vol. 1: Legends in Exile",Bill Willingham,2002,3.98,137308,2226,Fables,1.0
868,Dragon Wing,Margaret Weis,1990,3.96,27155,2226,The Death Gate Cycle,1.0
869,Tris's Book,Tamora Pierce,1998,4.11,31322,2217,Circle of Magic,2.0
870,Silver in the Wood,Emily Tesh,2019,4.02,13417,2215,The Greenhollow Duology,1.0
871,Darkdawn,Jay Kristoff,2019,4.31,35231,2204,The Nevernight Chronicle,3.0
872,The Atlantis Complex,Eoin Colfer,2010,3.98,56793,2203,Artemis Fowl ,7.0
873,The Knife of Never Letting Go,Patrick Ness,2008,3.97,183780,2200,Chaos Walking,1.0
874,The Beauty of Darkness,Mary E. Pearson,2016,4.2,45198,2197,The Remnant Chronicles,3.0
875,The Forgotten Beasts of Eld,Patricia A. McKillip,1974,4.08,16500,2193,,
876,Victory of Eagles,Naomi Novik,2008,4.06,22607,2192,Temeraire,5.0
877,White Cat,Holly Black,2010,3.8,46245,2185,Curse Workers,1.0
878,Grey Sister,Mark  Lawrence,2018,4.38,30249,2182,Book of the Ancestor,2.0
879,The Thief Lord,Cornelia Funke,2000,3.97,93467,2178,,
880,Tower Lord,Anthony Ryan,2014,4.17,44891,2177,Raven's Shadow,2.0
881,Silence,Becca Fitzpatrick,2011,4.09,269696,2177,HushHush,3.0
882,The Coldest Girl in Coldtown,Holly Black,2013,3.84,66527,2172,,
883,Bloodlines,Richelle Mead,2011,4.2,180614,2169,Bloodlines,1.0
884,How to Train Your Dragon,Cressida Cowell,2003,3.9,43952,2168,How to Train Your Dragon,1.0
885,Hexed,Kevin Hearne,2011,4.22,59563,2164,The Iron Druid Chronicles,2.0
886,The Historian,Elizabeth Kostova,2005,3.79,256509,2163,,
887,Blood of Dragons,Robin Hobb,2013,4.16,27303,2163,Rain Wild Chronicles,4.0
888,Arrow's Flight,Mercedes Lackey,1987,4.13,21867,2163,,
889,Seventh Son,Orson Scott Card,1987,3.87,34755,2162,Tales of Alvin Maker,1.0
890,The Odyssey,Homer,-700,3.79,981609,2159,,
891,Call Down the Hawk,Maggie Stiefvater,2019,4.29,29155,2157,Dreamer Trilogy,1.0
892,Shadow Scale,Rachel Hartman,2015,3.74,18985,2156,Seraphina,2.0
893,Shaman's Crossing,Robin Hobb,2005,3.49,22045,2154,Soldier Son,1.0
894,Bone Crossed,Patricia Briggs,2009,4.34,104818,2153,Mercy Thompson,4.0
895,Halfway to the Grave,Jeaniene Frost,2007,4.13,151661,2151,Night Huntress,1.0
896,Shades of Milk and Honey,Mary Robinette Kowal,2010,3.49,15921,2144,Glamourist Histories,1.0
897,Daja's Book,Tamora Pierce,1998,4.11,28918,2144,Circle of Magic,3.0
898,The Archived,Victoria Schwab,2013,3.97,32615,2143,The Archived,1.0
899,The Rest of Us Just Live Here,Patrick Ness,2015,3.69,57902,2142,,
900,The Fate of the Tearling,Erika Johansen,2016,3.75,36764,2142,The Queen of the Tearling,3.0
901,Of Fire and Stars,Audrey Coulthurst,2016,3.76,19353,2141,Of Fire and Stars,1.0
902,Keeper of the Lost Cities,Shannon Messenger,2012,4.43,55806,2140,Keeper of the Lost Cities,1.0
903,The Thousand Names,Django Wexler,2013,4.05,17920,2139,The Shadow Campaigns,1.0
904,Shadowfever,Karen Marie Moning,2011,4.39,105353,2136,Fever,5.0
905,The Crimson Crown,Cinda Williams Chima,2012,4.47,41492,2133,Seven Realms,4.0
906,Dreamfever,Karen Marie Moning,2009,4.38,98353,2128,Fever,4.0
907,The Druid of Shannara,Terry Brooks,1991,4.03,31739,2119,Heritage of Shannara,2.0
908,The Queen of Blood,Sarah Beth Durst,2016,3.89,10521,2115,The Queens of Renthia,1.0
909,Come Tumbling Down,Seanan McGuire,2020,3.92,20196,2115,Wayward Children,5.0
910,Heir to the Shadows,Anne Bishop,1999,4.33,26176,2115,The Black Jewels,2.0
911,Nettle & Bone,T. Kingfisher,2022,4.28,14532,2113,,
912,The Burning Maze,Rick Riordan,2018,4.32,67033,2113,The Trials of Apollo,3.0
913,Briar's Book,Tamora Pierce,1999,4.19,29536,2113,Circle of Magic,4.0
914,Arrow's Fall,Mercedes Lackey,1988,4.19,22032,2113,Heralds of Valdemar,3.0
915,Cry Wolf,Patricia Briggs,2008,4.12,97808,2109,Alpha & Omega,1.0
916,The Awakening,Caroline Peckham,2019,3.96,72863,2107,Zodiac Academy,1.0
917,Lost in a Good Book,Jasper Fforde,2002,4.13,52070,2104,Thursday Next,2.0
918,The Naming,Alison Croggon,2002,4.02,25519,2102,The Books of Pellinor,1.0
919,Eona: The Last Dragoneye,Alison Goodman,2011,4.11,37684,2102,Eon,2.0
920,Assassin's Fate,Robin Hobb,2017,4.65,33961,2100,The Fitz and the Fool,3.0
921,Calamity,Brandon Sanderson,2016,4.18,72989,2100,Reckoners,3.0
922,The Bloody Chamber and Other Stories,Angela Carter,1979,3.95,48647,2098,,
923,The Midnight Star,Marie Lu,2016,4.12,40190,2098,The Young Elites,3.0
924,The Iron Knight,Julie Kagawa,2011,4.18,83160,2098,The Iron Fey,4.0
925,Spindle's End,Robin McKinley,2000,3.82,23077,2093,,
926,Carve the Mark,Veronica Roth,2017,3.78,79710,2090,Carve the Mark,1.0
927,Reaper's Gale,Steven Erikson,2007,4.38,30875,2089,Malazan Book of the Fallen,7.0
928,The Black Tides of Heaven,Neon Yang,2017,3.72,10449,2076,Tensorate,1.0
929,Dreamer's Pool,Juliet Marillier,2014,3.97,13687,2076,Blackthorn & Grim,1.0
930,The Unbecoming of Mara Dyer,Michelle Hodkin,2011,4.03,168371,2074,Mara Dyer,1.0
931,The Wolf and the Woodsman,Ava Reid,2021,3.57,14123,2069,,
932,The Queen of the Damned,Anne Rice,1988,3.9,144965,2066,The Vampire Chronicles,3.0
933,The Crown's Game,Evelyn Skye,2016,3.83,22964,2063,The Crown's Game,1.0
934,First King of Shannara,Terry Brooks,1996,3.97,29149,2062,The Original Shannara Trilogy,0.0
935,Chosen,P.C. Cast,2008,3.91,235289,2061,House of Night,3.0
936,Entwined,Heather Dixon Wallwork,2011,3.86,35122,2054,,
937,The Talisman,Stephen King,1984,4.13,119193,2054,The Talisman,1.0
938,The Belles,Dhonielle Clayton,2018,3.82,21942,2054,The Belles,1.0
939,City of Ghosts,Victoria Schwab,2018,3.9,56404,2051,Cassidy Blake,1.0
940,The Tea Dragon Society,Kay O'Neill,2017,4.36,38458,2051,Tea Dragon,1.0
941,Forever,Maggie Stiefvater,2011,3.89,119908,2051,The Wolves of Mercy Falls,3.0
942,Clean Sweep,Ilona Andrews,2013,4.16,47795,2050,Innkeeper Chronicles,1.0
943,A Christmas Carol,Charles Dickens,1843,4.07,727380,2048,,
944,Magic Bleeds,Ilona Andrews,2010,4.44,78970,2048,Kate Daniels,4.0
945,Witchmark,C.L. Polk,2018,3.88,11824,2047,The Kingston Cycle,1.0
946,The Grey King,Susan Cooper,1975,4.16,37822,2042,The Dark is Rising,4.0
947,Dark Triumph,Robin LaFevers,2013,4.14,41159,2041,His Fair Assassin,2.0
948,Servant of the Empire,Raymond E. Feist,1990,4.31,27933,2040,The Empire Trilogy,2.0
949,Grip of the Shadow Plague,Brandon Mull,2008,4.29,86201,2039,Fablehaven,3.0
950,Incarceron,Catherine Fisher,2007,3.64,60015,2039,Incarceron,1.0
951,The Secret Commonwealth,Philip Pullman,2019,4.04,47458,2038,The Book of Dust,2.0
952,The Shadow of the Torturer,Gene Wolfe,1980,3.82,24961,2038,The Book of the New Sun ,1.0
953,Rebel Spring,Morgan Rhodes,2013,4.09,32765,2037,Falling Kingdoms,2.0
954,A Midsummer Night's Dream,William Shakespeare,1595,3.95,499587,2036,,
955,Crimson Bound,Rosamund Hodge,2015,3.63,20581,2036,,
956,Unearthly,Cynthia Hand,2011,4.01,126301,2034,Unearthly,1.0
957,Dawnshard,Brandon Sanderson,2020,4.51,41043,2031,The Stormlight Archive,3.5
958,Legends & Lattes,Travis  Baldree,2022,4.43,18061,2030,,
959,Sass & Sorcery,Kurtis J. Wiebe,2014,4.08,43634,2024,Rat Queens,1.0
960,Tales from the Shadowhunter Academy,Cassandra Clare,2016,4.34,61304,2021,,
961,The Elf Queen of Shannara,Terry Brooks,1992,4.05,30669,2021,Heritage of Shannara,3.0
962,Alice,Christina Henry,2015,3.86,33524,2020,The Chronicles of Alice,1.0
963,To Green Angel Tower,Tad Williams,1993,4.19,33231,2020,MemorySorrowand Thorn,3.0
964,Chain of Iron,Cassandra Clare,2021,4.46,53351,2020,The Last Hours,2.0
965,The City & the City,China Miéville,2009,3.9,63173,2019,,
966,The Sorceress,Michael Scott,2009,4.11,80101,2018,The Secrets of the Immortal Nicholas Flamel,3.0
967,Guilty Pleasures,Laurell K. Hamilton,1993,4.02,142246,2017,Anita BlakeVampire Hunter,1.0
969,Magic's Promise,Mercedes Lackey,1990,4.22,20249,2016,The Last Herald-Mage ,2.0
970,Queen of the Darkness,Anne Bishop,2000,4.37,27098,2013,The Black Jewels,3.0
971,Greenwitch,Susan Cooper,1974,3.99,29353,2007,The Dark is Rising,3.0
972,A Game of You,Neil Gaiman,1992,4.42,60209,2007,The Sandman,5.0
973,The Year of the Witching,Alexis Henderson,2020,3.82,26846,2004,Bethel,1.0
974,Storm Glass,Maria V. Snyder,2009,3.96,24638,2004,Glass,1.0
975,Side Jobs,Jim Butcher,2010,4.26,51560,2003,The Dresden Files,12.5
976,The Blood Mirror,Brent Weeks,2015,4.33,42365,2002,Lightbringer,4.0
977,Sorcery & Cecelia: or The Enchanted Chocolate Pot,Patricia C. Wrede,1988,4.02,19429,1999,Cecelia and Kate,1.0
978,1Q84,Haruki Murakami,2009,3.93,236942,1998,1Q84,1.0
979,Empire of Sand,Tasha Suri,2018,3.83,9387,1998,The Books of Ambha,1.0
980,Rosemary and Rue,Seanan McGuire,2009,3.77,36207,1998,October Daye,1.0
981,Heart's Blood,Juliet Marillier,2009,4.09,15592,1997,,
982,Half-Blood,Jennifer L. Armentrout,2011,4.11,96057,1996,Covenant,1.0
983,The Crown Conspiracy,Michael J. Sullivan,2008,4.19,21550,1993,The Riyria Revelations,1.0
984,Skyward,Brandon Sanderson,2018,4.5,108864,1992,Skyward,1.0
985,The Hobbit,Chuck Dixon,1989,4.5,205788,1992,,
986,Switched,Amanda Hocking,2010,3.87,97507,1992,Trylle ,1.0
987,The Guinevere Deception,Kiersten White,2019,3.77,17859,1990,Camelot Rising,1.0
988,The Cloud Roads,Martha Wells,2011,3.97,10968,1990,Books of the Raksura,1.0
989,Silver Borne,Patricia Briggs,2010,4.38,102381,1990,Mercy Thompson,5.0
990,The Talismans of Shannara,Terry Brooks,1993,4.03,38796,1989,Heritage of Shannara,4.0
991,Beowulf,Unknown,900,3.47,278084,1988,,
992,Les Disparus du Clairdelune,Christelle Dabos,2015,4.49,47306,1977,La Passe-Miroir,2.0
993,Enna Burning,Shannon Hale,2004,3.99,41108,1977,The Books of Bayern,2.0
994,Deerskin,Robin McKinley,1993,3.91,21829,1976,,
995,Magic's Price,Mercedes Lackey,1990,4.27,20744,1974,The Last Herald-Mage ,3.0
996,The City of Ember,Jeanne DuPrau,2003,3.88,267373,1973,Book of Ember,1.0
997,Toll the Hounds,Steven Erikson,2008,4.36,29778,1971,Malazan Book of the Fallen,8.0
998,Who Fears Death,Nnedi Okorafor,2010,3.95,22640,1968,Who Fears Death,1.0
999,Throne of the Crescent Moon,Saladin Ahmed,2012,3.64,10918,1968,The Crescent Moon Kingdoms,1.0
1000,Where the Wild Things Are,Maurice Sendak,1963,4.23,935430,1968,,
1001,The Red Scrolls of Magic,Cassandra Clare,2019,4.14,43807,1967,The Eldest Curses,1.0
1002,Broken Homes,Ben Aaronovitch,2013,4.17,43210,1964,Rivers of London,4.0
1003,A Marvellous Light,Freya Marske,2021,4.03,17111,1962,The Last Binding,1.0
1004,Realm Breaker,Victoria Aveyard,2021,3.66,21746,1958,Realm Breaker,1.0
1005,The Sorcerer of the North,John Flanagan,2006,4.27,66590,1955,Ranger's Apprentice,5.0
1006,The Illearth War,Stephen R. Donaldson,1978,4.02,26362,1953,The Chronicles of Thomas Covenant the Unbeliever,2.0
1007,The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,2014,4.04,39896,1952,,
1008,Bridge to Terabithia,Katherine Paterson,1977,4.03,506811,1950,,
1009,Pestilence,Laura Thalassa,2018,3.92,62813,1945,The Four Horsemen,1.0
1010,Dead Reckoning,Charlaine Harris,2011,3.8,122832,1945,Sookie Stackhouse,11.0
